1,25,0,40,1,true
83,1,0,40,1,true
24,25,0,40,1,true
102,24,0,40,1,true
25,26,0,40,1,true
26,27,0,40,1,true
27,2,0,40,1,true
2,84,0,40,1,true
3,14,0,40,2,false
14,3,0,40,2,false
3,85,0,40,2,false
85,3,0,40,2,false
4,14,0,70,3,false
86,4,0,70,3,false
13,5,0,70,3,false
5,87,0,70,3,false
14,13,500,70,2,false
13,12,0,40,1,false
12,11,0,40,1,false
11,12,0,40,1,false
11,10,0,40,1,false
10,11,0,40,1,false
10,9,0,40,1,false
9,10,0,40,1,false
13,14,0,40,1,false
9,36,0,40,1,true
9,8,0,40,1,false
8,9,0,40,1,false
37,36,0,40,1,false
36,37,0,40,1,false
36,35,0,40,1,true
35,38,0,40,1,false
38,35,0,40,1,false
35,33,0,40,1,false
33,34,0,40,1,false
34,33,0,40,1,false
33,32,0,40,1,true
12,32,0,40,1,false
32,12,0,40,1,false
32,40,0,40,1,false
40,32,0,40,1,false
40,38,0,40,1,true
38,39,0,40,1,true
8,39,0,40,1,false
6,8,0,40,1,false
88,6,0,40,1,false
8,7,0,40,1,false
7,8,0,40,1,false
41,40,0,40,1,true
41,42,0,40,1,false
42,41,0,40,1,false
18,42,0,40,1,false
42,18,0,40,1,false
29,41,0,40,1,true
29,28,0,40,1,true
32,30,0,40,1,true
30,29,0,40,1,true
30,31,0,40,1,false
31,30,0,40,1,false
15,16,0,70,1,false
14,15,0,70,3,false
16,13,0,70,3,false
28,16,0,70,3,false
15,17,0,70,3,false
18,28,0,70,3,false
19,18,100,70,3,false
19,17,0,70,1,false
17,18,100,70,1,false
18,17,100,70,1,false
17,20,100,70,3,false
17,21,100,70,1,false
21,20,0,70,1,false
21,17,100,70,1,false
12,13,15000,70,1,false
21,22,0,50,1,false
22,21,0,50,2,false
22,23,0,50,1,false
23,22,0,50,2,false
101,23,0,50,2,false
23,101,0,50,2,false
22,26,0,30,1,false
79,82,0,70,3,false
82,98,0,70,3,false
81,80,0,70,3,false
97,81,0,70,3,false
80,75,0,70,3,false
75,19,0,70,3,false
20,76,0,70,3,false
76,79,0,70,3,false
76,77,0,50,2,false
77,100,0,50,2,false
78,79,0,50,2,false
99,78,0,50,2,false
75,76,0,70,2,false
79,80,0,70,2,false
71,70,0,40,1,false
70,71,0,40,1,false
70,72,0,40,1,false
72,70,0,40,1,false
68,70,0,40,1,false
69,68,0,40,1,false
68,69,0,40,1,false
69,96,0,40,1,false
96,69,0,40,1,false
68,66,0,40,1,false
66,68,0,40,1,false
66,65,0,40,1,false
65,66,0,40,1,false
65,64,0,40,1,false
67,66,0,40,1,false
95,67,0,40,1,false
72,65,0,40,1,false
73,72,0,40,1,false
42,73,0,40,1,false
73,42,0,40,1,false
64,63,0,40,1,false
63,62,0,40,1,false
62,94,0,40,1,false
74,73,0,40,1,false
64,74,0,40,1,false
43,41,0,40,1,false
41,43,0,40,1,false
53,74,0,40,1,false
40,53,0,40,1,false
53,40,0,40,1,false
53,54,0,40,1,false
54,53,0,40,1,false
54,55,0,40,1,false
55,54,0,40,1,false
55,56,0,40,1,false
56,55,0,40,1,false
93,56,0,40,1,false
56,93,0,40,1,false
39,44,0,40,1,true
44,51,0,40,1,true
51,54,0,40,1,true
44,45,0,40,1,false
45,44,0,40,1,false
46,45,0,40,1,true
89,46,0,40,1,true
45,47,0,40,1,true
47,90,0,40,1,true
45,48,0,40,1,false
48,45,0,40,1,false
48,50,0,40,1,false
50,48,0,40,1,false
48,49,0,40,1,false
49,48,0,40,1,false
49,91,0,40,1,false
91,49,0,40,1,false
51,52,0,40,1,false
52,92,0,40,1,false
92,52,0,40,1,false
52,51,0,40,1,false
52,60,0,40,1,false
60,52,0,40,1,false
60,58,0,40,1,false
58,60,0,40,1,false
58,55,0,40,1,false
55,58,0,40,1,false
