1,2,0,0,1,true
2,3,0,0,1,true
2,4,0,0,1,true
2,7,0,0,1,true
7,6,0,0,1,true
6,5,0,0,1,true
6,14,0,0,1,true
7,8,0,0,1,true
7,10,0,0,1,true
1,8,0,0,1,true
8,9,0,0,1,true
8,10,0,0,1,true
10,11,0,0,1,true
10,13,0,0,1,true
13,14,0,0,1,true
13,12,0,0,1,true
13,15,0,0,1,true
14,15,0,0,1,true
15,16,0,0,1,true
15,17,0,0,1,true
16,17,0,0,1,true
17,18,0,0,1,true
18,12,0,0,1,true
18,19,0,0,1,true
18,20,0,0,1,true
11,12,0,0,1,true
21,22,0,0,1,true
22,30,0,0,1,true
27,30,0,0,1,true
30,31,0,0,1,true
31,29,0,0,1,true
33,30,0,0,1,true
25,33,0,0,1,true
33,32,0,0,1,true
32,26,0,0,1,true
34,33,0,0,1,true
34,32,0,0,1,true
34,35,0,0,1,true
34,24,0,0,1,true
35,24,0,0,1,true
35,36,0,0,1,true
28,36,0,0,1,true
36,37,0,0,1,true
23,37,0,0,1,true
31,32,0,0,1,true
19,38,0,0,1,true
38,39,0,0,1,true
39,40,0,0,1,true
31,32,0,0,1,true
16,40,0,0,1,true
38,20,0,0,1,true
3,4,0,0,1,true
4,41,0,0,1,true
41,5,0,0,1,true
20,16,0,0,1,true
42,43,0,0,1,true
43,44,0,0,1,true
4,44,0,0,1,true
44,45,0,0,1,true
45,46,0,0,1,true
46,49,0,0,1,true
46,47,0,0,1,true
47,48,0,0,1,true
48,41,0,0,1,true
49,52,0,0,1,true
52,52,0,0,1,true
52,50,0,0,1,true
51,52,0,0,1,true
50,53,0,0,1,true
53,51,0,0,1,true
51,47,0,0,1,true
21,27,0,0,1,true
27,25,0,0,1,true
25,59,0,0,1,true
59,28,0,0,1,true
28,54,0,0,1,true
54,23,0,0,1,true
59,58,0,0,1,true
58,57,0,0,1,true
57,56,0,0,1,true
56,55,0,0,1,true
55,54,0,0,1,true
55,60,0,0,1,true
53,56,0,0,1,true
50,57,0,0,1,true
